,Platform,Genre,Rating,regional_sales_label,Critic_Score,User_Count,User_Score,interval_years_2020,gloabl_sales_log,cluster_label
0,Wii,Sports,E,NA&EU,0.7757390417940877,0.030201310817526323,0.8901098901098901,0.75,0.9028332049592682,5
1,NES,Platform,None,NA,0.0,0.0,0.0,0.25,0.8310031711779574,13
2,Wii,Racing,E,NA&EU,0.8369011213047911,0.06648789040890381,0.0,0.75,0.818526610411206,15
3,Wii,Sports,E,NA&EU,0.81651376146789,0.018012020515513216,0.8901098901098901,0.75,0.8104683648698814,5
4,GB,Role-Playing,None,JP&NA,0.0,0.0,0.0,0.5,0.8061022208190677,18
5,GB,Puzzle,None,NA,0.0,0.0,0.0,0.25,0.80249968943483,13
6,DS,Platform,E,NA&EU,0.9082568807339451,0.040421561916906545,0.0,0.75,0.8009678579499451,26
7,Wii,Misc,E,NA&EU,0.5922528032619776,0.012104902907614555,0.0,0.75,0.7979703583278654,26
8,Wii,Platform,E,NA&EU,0.887869520897044,0.055705056680199906,0.0,0.75,0.795873845481361,26
9,NES,Shooter,None,NA,0.0,0.0,0.0,0.125,0.7958385285111899,13
10,DS,Simulation,None,NA&EU,0.0,0.0,0.0,0.75,0.7820758116529356,2
11,DS,Racing,E,NA&EU,0.9286442405708462,0.0435157663781868,0.0,0.75,0.7759753406274437,15
12,GB,Role-Playing,None,JP&NA,0.0,0.0,0.0,0.5,0.7755002803515838,18
13,Wii,Sports,E,NA&EU,0.81651376146789,0.013698887024031653,0.0,0.75,0.7737535110475448,26
14,X360,Misc,E,NA,0.6228338430173294,0.009948336161873773,0.0,0.875,0.7697538766201628,24
15,Wii,Sports,E,NA&EU,0.81651376146789,0.004885092497960638,0.0,0.75,0.7696621334944619,26
16,PS3,Action,M,NA&EU,0.9898063200815496,0.3745018799636196,0.0,0.875,0.76615955738576,9
17,PS2,Action,M,NA&EU,0.9694189602446484,0.1489062456048232,1.0,0.625,0.7650603826393634,5
18,SNES,Platform,None,NA,0.0,0.0,0.0,0.375,0.7640946580890459,13
19,DS,Misc,E,NA&EU,0.7859327217125383,0.004697564954852744,0.0,0.75,0.7618374474380782,26
20,DS,Role-Playing,None,JP&NA,0.0,0.0,0.0,0.75,0.7519335266016591,18
21,GB,Platform,None,JP&NA,0.0,0.0,0.0,0.25,0.7513289630675082,13
22,NES,Platform,None,JP&NA,0.0,0.0,0.0,0.25,0.7464719949364,13
23,X360,Action,M,NA&EU,0.9898063200815496,0.34796673261385264,0.0,0.875,0.7404493107219038,14
24,PS2,Action,M,NA&EU,0.9694189602446484,0.0684569296115367,0.0,0.625,0.7397090235656757,9
25,GBA,Role-Playing,None,JP&NA,0.0,0.0,0.0,0.625,0.7378339686311379,18
26,DS,Puzzle,E,JP&NA,0.7859327217125383,0.0017908880366803875,0.0,0.75,0.7342369205929062,26
27,DS,Role-Playing,None,JP&NA,0.0,0.0,0.0,0.875,0.7332510433997393,18
28,PS2,Racing,E,NA&EU,0.9694189602446484,0.02945120064509475,0.0,0.625,0.7321886164077164,15
29,X360,Shooter,M,NA&EU,0.8980632008154945,0.8169731179266955,0.0,0.875,0.730505641646263,22
30,GB,Role-Playing,None,NA&EU,0.0,0.0,0.0,0.5,0.7298927694521257,17
31,PS4,Shooter,None,NA&EU,0.0,0.0,0.0,1.0,0.7298244401020124,17
32,X360,Shooter,M,NA&EU,0.887869520897044,0.13634190021659431,0.0,0.875,0.7296876411750699,22
33,3DS,Role-Playing,None,JP&NA,0.0,0.0,0.0,0.875,0.7296191714702381,18
34,PS3,Shooter,M,NA&EU,0.8470948012232417,0.08645957374989452,0.0,0.875,0.7239113877793301,22
35,X360,Shooter,M,NA&EU,0.8470948012232417,0.2115404450028598,0.0,0.875,0.7230373836723949,22
36,X360,Shooter,M,NA&EU,0.9592252803261978,0.2529840320297043,0.0,0.75,0.7215635176410363,22
37,PS3,Shooter,M,NA&EU,0.8980632008154945,0.4907689566905139,0.0,0.875,0.7204436851100333,22
38,PS2,Action,M,NA&EU,0.9898063200815496,0.06226852068897619,0.0,0.625,0.7187782416195196,9
39,Wii,Fighting,T,NA&EU,0.9490316004077473,0.15584476469981529,0.0,0.75,0.7167735484249906,1
40,3DS,Racing,E,NA&EU,0.8674821610601428,0.05926807999924989,0.0,0.875,0.7153617602704121,15
41,PS3,Shooter,M,NA&EU,0.8980632008154945,0.1025869424571734,0.0,0.875,0.715124512235049,22
42,PS4,Action,M,NA&EU,0.9898063200815496,0.27183055011204765,0.0,0.875,0.7149660335964919,9
43,DS,Simulation,E,JP&NA,0.8776758409785933,0.022700209093210567,0.0,0.75,0.7110851908944049,26
44,X360,Shooter,M,NA&EU,0.9592252803261978,0.384440839748338,0.0,0.75,0.7110027166629258,22
45,N64,Platform,None,NA&EU,0.0,0.0,0.0,0.5,0.7090867896690781,17
46,DS,Action,None,JP&NA,0.0,0.0,0.0,0.75,0.7080724107260277,10
47,3DS,Role-Playing,None,JP&NA,0.0,0.0,0.0,0.875,0.7073048163388173,18
48,PS2,Racing,E,JP&NA,0.9082568807339451,0.025513122239828975,0.0,0.625,0.7071334366910437,15
49,Wii,Platform,E,NA&EU,0.9898063200815496,0.20132019390347958,0.0,0.75,0.7044387929915502,26
50,GB,Adventure,None,JP&NA,0.0,0.0,0.0,0.375,0.7029296653715044,13
51,X360,Action,M,NA&EU,1.0,0.27670626623285294,0.0,0.75,0.7013974136722678,14
52,PS,Racing,E,NA&EU,0.9796126401630989,0.012948776851600077,0.0,0.5,0.70085096422506,15
53,3DS,Platform,E,NA&EU,0.9184505606523956,0.08636580997834056,0.0,0.875,0.6995641817639207,26
54,PS3,Racing,E,NA&EU,0.8572884811416922,0.10427469034514444,0.0,0.875,0.6985413927455951,15
55,PS3,Shooter,M,NA&EU,0.9592252803261978,0.1943816748084875,0.0,0.75,0.6976024187106112,22
56,SNES,Platform,None,NA&EU,0.0,0.0,0.0,0.375,0.6971296045910166,17
57,PS3,Action,M,NA&EU,1.0,0.26564214118948715,0.0,0.75,0.6966545443151568,9
58,GBA,Role-Playing,None,JP&NA,0.0,0.0,0.0,0.625,0.6965592608396296,18
59,DS,Platform,None,NA&EU,0.0,0.0,0.0,0.625,0.6947314081223681,17
60,X360,Shooter,M,NA&EU,0.7451580020387361,0.19850728075686117,0.0,0.875,0.6942447891572507,22
61,Wii,Misc,E10+,NA&EU,0.7553516819571866,0.0015095967220185465,0.0,0.875,0.692968384984741,24
62,3DS,Platform,E,JP&NA,0.7961264016309889,0.039765215516028914,0.0,0.875,0.6907704943128635,26
63,N64,Racing,None,JP&NA,0.0,0.0,0.0,0.5,0.690467003943348,13
64,X360,Shooter,M,NA,0.9286442405708462,0.19175628920497698,0.0,0.875,0.6903656354602635,22
65,PS,Role-Playing,T,JP&NA,0.9388379204892967,0.12021453150931542,0.0,0.5,0.6889355804460437,7
66,X360,Shooter,M,NA,0.887869520897044,0.30567927164302255,0.7802197802197801,0.875,0.6888326468291324,6
67,PS,Racing,T,NA&EU,0.9490316004077473,0.012667485536938236,1.0,0.5,0.6865408798609927,5
68,Wii,Misc,E10+,NA&EU,0.7553516819571866,0.0022597068944501223,0.0,0.875,0.68601261661455,24
69,PS3,Shooter,M,NA&EU,0.724770642201835,0.0981800451941379,0.0,0.875,0.6851615476477592,22
70,X360,Shooter,M,NA&EU,0.9592252803261978,0.12377755482836542,0.0,0.75,0.6846259277277067,22
71,SNES,Platform,None,JP&NA,0.0,0.0,0.0,0.375,0.6845184586147302,17
72,X360,Misc,None,NA&EU,0.0,0.0,0.0,0.875,0.6832197390620489,12
73,3DS,Simulation,E,JP&NA,0.8980632008154945,0.05870549736992621,0.0,0.875,0.683001636467413,26
74,DS,Misc,E,JP&NA,0.7349643221202855,0.007979296959240887,0.0,0.75,0.6802344427470809,16
75,X360,Role-Playing,M,NA&EU,0.9796126401630989,0.3365275524842711,0.0,0.875,0.6788784897685176,22
76,SNES,Racing,None,JP&NA,0.0,0.0,0.0,0.375,0.6785366090936391,13
77,PS4,Sports,E,EU,0.8369011213047911,0.08402171568949189,0.0,1.0,0.6763437918597779,26
78,XB,Shooter,M,NA,0.9694189602446484,0.11421365012986281,0.0,0.625,0.6754059186311346,11
79,Wii,Misc,E,JP&NA,0.6941896024464832,0.005072620041068532,0.0,0.875,0.6741018100482082,24
80,Wii,Misc,E,NA&EU,0.6330275229357799,0.017824492972405324,0.0,0.75,0.6727804695023691,26
81,PS3,Action,E,EU,0.8980632008154945,0.03263916887792895,0.0,0.875,0.6714414354964106,9
82,N64,Shooter,None,NA,0.0,0.0,0.0,0.5,0.6705798917058491,13
83,DS,Role-Playing,None,JP&NA,0.0,0.0,0.0,0.875,0.6703323668269948,18
84,PS2,Role-Playing,T,JP&NA,0.9388379204892967,0.0990239191381234,0.0,0.625,0.6700842277418563,1
85,PC,Simulation,T,EU,0.8776758409785933,0.08308407797395242,0.0,0.75,0.6695860947068358,0
86,Wii,Sports,None,NA&EU,0.0,0.0,0.0,0.75,0.6693360945766275,17
87,PS4,Shooter,None,NA&EU,0.0,0.0,0.0,1.0,0.6692108597449808,17
88,PS,Role-Playing,T,JP&NA,0.9184505606523956,0.06039324525789725,0.0,0.5,0.6676956792429205,7
89,2600,Puzzle,None,NA,0.0,0.0,0.0,0.125,0.6670575149839685,13
90,DS,Role-Playing,E,JP&NA,0.8470948012232417,0.019043422002606634,0.0,0.75,0.6658984550024776,16
91,PSP,Action,M,NA&EU,0.8980632008154945,0.042296837347985485,0.0,0.75,0.6655090969505644,9
92,PS4,Shooter,M,NA&EU,0.8470948012232417,0.1353104987295009,0.0,0.875,0.665118216974059,22
93,N64,Action,None,NA&EU,0.0,0.0,0.0,0.5,0.6643318433280376,13
94,PS4,Sports,E,EU,0.8674821610601428,0.03732735745562629,0.5604395604395604,1.0,0.664200177739563,26
95,PS,Platform,None,NA&EU,0.0,0.0,0.0,0.5,0.6640683385642371,17
96,3DS,Fighting,None,JP&NA,0.0,0.0,0.0,0.875,0.6636717749249025,18
97,Wii,Platform,E,NA&EU,0.9898063200815496,0.1738474088381731,0.0,0.875,0.6631405651764134,26
98,NES,Platform,None,NA,0.0,0.0,0.0,0.25,0.662472560020376,13
99,XOne,Shooter,None,NA&EU,0.0,0.0,0.0,1.0,0.6615297920948201,17
100,X360,Shooter,M,NA&EU,0.8572884811416922,0.05439236387844464,0.0,0.75,0.6613943824600472,22
101,X360,Shooter,M,NA&EU,0.8572884811416922,0.20085137504570982,0.0,0.875,0.6605780513961311,22
102,PS2,Racing,E,NA&EU,0.8674821610601428,0.01604298131288033,0.0,0.625,0.65892512120101,15
103,Wii,Misc,E10+,NA&EU,0.5005096839959225,0.010323391248089562,0.8901098901098901,0.75,0.65892512120101,5
104,PS3,Shooter,M,NA&EU,0.8674821610601428,0.16512737808365605,0.0,0.875,0.658507584059962,22
105,PS4,Role-Playing,M,NA&EU,0.887869520897044,0.3964426025072432,0.0,1.0,0.6583680166960646,22
106,PS,Fighting,T,NA&EU,0.9796126401630989,0.03442068053745394,0.0,0.5,0.6583680166960646,1
107,Wii,Action,T,NA&EU,0.9694189602446484,0.1554697096135995,1.0,0.75,0.6582282542694007,5
108,3DS,Role-Playing,None,JP&NA,0.0,0.0,0.0,1.0,0.6580882962339584,18
109,PS,Platform,E,NA&EU,0.9286442405708462,0.040515325688460495,0.0,0.5,0.6579481420414295,26
110,WiiU,Racing,E,NA&EU,0.8980632008154945,0.14993764709191662,0.0,0.875,0.6573855526532126,15
111,GC,Fighting,T,NA,0.9388379204892967,0.053267198619797285,0.0,0.625,0.6571030665896572,21
112,GC,Racing,None,NA&EU,0.0,0.0,0.0,0.625,0.6553911845564792,17
113,PS2,Racing,E,NA&EU,0.8369011213047911,0.012386194222276395,0.0,0.625,0.6546691597591304,15
114,PS2,Shooter,T,NA&EU,0.8980632008154945,0.012667485536938236,0.0,0.625,0.653649485957079,1
115,PS,Platform,None,NA&EU,0.0,0.0,0.0,0.5,0.6535029657843461,17
116,Wii,Misc,E10+,NA&EU,0.7553516819571866,0.0026347619806659102,0.0,0.875,0.6526193076042963,24
117,X360,Shooter,M,NA&EU,0.9490316004077473,0.25682834666341614,0.0,0.75,0.652471269087253,22
118,PS3,Action,T,NA&EU,0.9388379204892967,0.3480604963854066,0.0,0.875,0.6523230110912307,9
119,Wii,Sports,E,NA&EU,0.0,0.0,0.0,0.875,0.651876913697168,2
120,PS3,Shooter,M,NA&EU,0.9592252803261978,0.09311680153022475,0.0,0.75,0.6514288173536645,22
121,PS3,Action,T,NA&EU,0.9796126401630989,0.48636205942747834,0.0,0.75,0.6511289670540388,9
122,PS3,Sports,None,EU,0.0,0.0,0.0,0.875,0.6509787040655853,23
123,DS,Misc,E,JP&NA,0.7553516819571866,0.0025409982091119635,0.0,0.75,0.6505265555937008,16
124,NES,Action,None,JP&NA,0.0,0.0,0.0,0.25,0.6488509642208569,13
125,PS3,Action,M,NA&EU,0.9694189602446484,0.2302931993136492,0.0,0.875,0.6485432716704089,9
126,PS3,Sports,E,EU,0.8776758409785933,0.05401730879222886,0.0,0.875,0.64823462945009,26
127,PS3,Action,M,NA&EU,0.8674821610601428,0.12255862579816411,0.0,0.875,0.6479250316795773,9
128,Wii,Platform,E,NA&EU,0.887869520897044,0.03451444430900789,0.0,0.875,0.6477698726104353,26
129,XB,Shooter,M,NA,0.9898063200815496,0.12030829528086938,0.0,0.625,0.6476144724237619,11
130,PS3,Role-Playing,M,NA&EU,0.9388379204892967,0.23695042709397943,0.0,0.875,0.6473029456920669,9
131,GBA,Role-Playing,E,JP&NA,0.7757390417940877,0.020824933662131628,1.0,0.625,0.6473029456920669,6
132,PS2,Role-Playing,E,JP&NA,0.8674821610601428,0.05598634799486175,0.0,0.625,0.6471468176353717,26
133,GB,Role-Playing,None,NA&EU,0.0,0.0,0.0,0.625,0.6469904454377534,17
134,X360,Shooter,M,NA,0.8470948012232417,0.10905664269439573,0.0,0.75,0.6462048954437225,22
135,X360,Action,M,NA&EU,0.9694189602446484,0.2171662712960966,1.0,0.875,0.6458889394146856,5
136,GC,Platform,E,NA,0.9388379204892967,0.04117167208933812,0.0,0.625,0.6457305862541213,11
137,SNES,Fighting,None,JP&NA,0.0,0.0,0.0,0.375,0.6455719819385577,13
138,PC,Role-Playing,T,EU,0.9490316004077473,0.20460192590786772,0.0,0.625,0.6454131256700439,0
139,PS,Action,T,NA&EU,0.887869520897044,0.007322950558363259,0.0,0.5,0.645094654063292,1
140,X360,Shooter,M,NA&EU,0.9286442405708462,0.14103008879429166,0.0,0.875,0.6441331081933479,22
141,X360,Sports,E10+,NA&EU,0.7451580020387361,0.008916934674780358,0.0,0.875,0.6438105272684596,14
142,X360,Shooter,M,NA&EU,0.9592252803261978,0.21519723209346373,0.0,0.75,0.6421818267709896,22
143,PS4,Sports,E,EU,0.8369011213047911,0.09264798267245501,0.0,0.875,0.6420174881966166,26
144,PS2,Action,M,NA&EU,0.9796126401630989,0.096211005991505,0.0,0.625,0.641522845803084,9
145,GEN,Platform,None,NA,0.0,0.0,0.0,0.375,0.6411917196727185,13
146,PS,Action,M,NA&EU,0.9592252803261978,0.08608451866367872,0.0,0.5,0.6411917196727185,9
147,PS3,Action,M,NA&EU,0.9592252803261978,0.3336208755660987,0.0,0.75,0.6405261598115449,9
148,PS2,Role-Playing,T,JP&NA,0.9388379204892967,0.09114776232759186,0.0,0.75,0.6398561405545629,7
149,PS3,Action,M,NA&EU,0.9694189602446484,0.750400840123393,0.0,0.875,0.6385024819828096,9
150,PS3,Platform,E,NA&EU,0.9694189602446484,0.4979887671001678,0.0,0.75,0.6376470447731437,26
151,PS,Action,M,JP&NA,0.9082568807339451,0.034139389222792096,0.0,0.5,0.6376470447731437,7
152,DS,Role-Playing,E10+,JP,0.887869520897044,0.018480839373282952,0.0,0.75,0.6369573868672377,14
153,PS,Fighting,T,JP&NA,0.9082568807339451,0.009573281075657986,0.0,0.5,0.6362629396319566,7
154,PS4,Shooter,T,NA&EU,0.7757390417940877,0.5044584673373902,0.0,0.875,0.6345054251498058,1
155,Wii,Action,E10+,NA&EU,0.81651376146789,0.005822730213500108,0.0,0.75,0.6345054251498058,14
156,DS,Simulation,E,NA&EU,0.6839959225280327,0.0019784155797882815,0.0,0.75,0.634327962813969,26
157,NES,Puzzle,None,JP&NA,0.0,0.0,0.0,0.25,0.633435896238131,13
158,N64,Fighting,None,JP&NA,0.0,0.0,0.0,0.5,0.6328968113746434,13
159,PS3,Action,M,NA&EU,0.9286442405708462,0.11271342978499967,0.0,0.75,0.6328968113746434,9
160,X360,Adventure,M,NA&EU,0.8267074413863406,0.10071166702609445,0.0,0.75,0.6327164686747283,22
161,X360,Racing,E,NA&EU,0.9388379204892967,0.04839148249899204,0.8901098901098901,0.75,0.631809844150953,5
162,GBA,Platform,E,NA&EU,0.8572884811416922,0.003853691010867221,0.0,0.625,0.631809844150953,26
163,PSP,Role-Playing,T,JP,0.8267074413863406,0.01163608404984482,0.0,0.75,0.6316275286948014,7
164,PS3,Action,T,NA&EU,0.9796126401630989,0.20272665047678878,0.0,0.875,0.6316275286948014,9
165,XOne,Action,M,NA&EU,0.9898063200815496,0.07164489784437089,0.0,0.875,0.6316275286948014,9
166,GBA,Racing,E,NA&EU,0.9490316004077473,0.010135863704981669,0.0,0.625,0.631444880242198,15
167,GBA,Platform,None,NA&EU,0.0,0.0,0.0,0.625,0.6312618975744904,17
168,N64,Strategy,None,NA&EU,0.0,0.0,0.0,0.5,0.6310785794663244,13
169,PS2,Platform,E,NA&EU,0.6738022426095821,0.014636524739571123,0.0,0.625,0.6305266001439646,26
170,PS3,Shooter,M,NA&EU,0.8674821610601428,0.038358758942719715,0.0,0.75,0.6299715570908997,22
171,PS4,Shooter,T,NA&EU,0.9490316004077473,0.6623566586342369,0.0,1.0,0.6297858560161783,22
172,GB,Puzzle,None,JP&NA,0.0,0.0,0.0,0.25,0.6290395838960194,13
173,PS3,Role-Playing,T,JP&NA,0.8470948012232417,0.23282482114560576,0.0,0.75,0.6288521424165844,7
174,GB,Misc,None,NA&EU,0.0,0.0,0.0,0.5,0.6284762021241939,10
175,PS,Role-Playing,T,JP&NA,0.9592252803261978,0.0730513544176801,0.0,0.625,0.6282877006546167,7
176,X360,Action,M,NA&EU,0.8572884811416922,0.11215084715567598,0.0,0.875,0.6280988431858299,14
177,PS2,Role-Playing,T,JP&NA,0.8674821610601428,0.03751488499873419,0.0,0.625,0.6280988431858299,1
178,N64,Platform,None,NA,0.0,0.0,0.0,0.5,0.6277200548541362,13
179,XOne,Shooter,M,NA&EU,0.8267074413863406,0.08420924323259979,0.0,0.875,0.6277200548541362,22
180,PS3,Misc,None,NA&EU,0.0,0.0,0.0,0.875,0.627530121273771,17
181,X360,Action,M,NA&EU,0.9184505606523956,0.12237109825505621,0.0,0.75,0.627530121273771,14
182,PS,Action,T,NA&EU,0.8674821610601428,0.0,0.0,0.5,0.6271491684321042,1
183,PS2,Sports,E,NA,0.9592252803261978,0.01313630439470797,0.0,0.125,0.6269581464064922,11
184,3DS,Simulation,None,JP&NA,0.0,0.0,0.0,0.875,0.6269581464064922,18
185,WiiU,Platform,E,JP&NA,0.8572884811416922,0.06873822092619854,0.0,0.875,0.6267667587882638,26
186,PS2,Role-Playing,T,JP,0.9082568807339451,0.022981500407872408,0.0,0.625,0.6265750041753366,1
187,GBA,Platform,None,NA&EU,0.0,0.0,0.0,0.625,0.6263828811575471,17
188,DS,Puzzle,E,NA&EU,0.8674821610601428,0.013792650795585601,0.0,0.75,0.6261903883165888,26
189,GB,Platform,None,JP&NA,0.0,0.0,0.0,0.375,0.6261903883165888,17
190,X360,Action,E,EU,0.9184505606523956,0.03779617631339603,0.0,0.875,0.6256106765481562,14
191,SNES,Platform,None,JP&NA,0.0,0.0,0.0,0.5,0.6254166900663736,17
192,PC,Role-Playing,M,NA&EU,0.8980632008154945,0.9028607326701109,0.45054945054945056,0.875,0.6252223265455165,22
193,PS2,Shooter,T,NA&EU,0.6941896024464832,0.009385753532550093,0.0,0.625,0.625027584517077,1
194,GB,Platform,None,JP&NA,0.0,0.0,0.0,0.375,0.625027584517077,17
195,PC,Simulation,None,NA&EU,0.0,0.0,0.0,0.5,0.6248324625039506,10
196,PS2,Misc,T,NA,0.9388379204892967,0.010510918791197456,0.0,0.75,0.6248324625039506,1
197,X360,Role-Playing,M,NA,0.81651376146789,0.05664269439573937,0.0,0.875,0.6244410725718371,22
198,DS,Sports,None,NA&EU,0.0,0.0,0.0,0.75,0.6242448016550523,17
199,PS3,Action,M,NA&EU,0.8572884811416922,0.06254981200363803,0.0,0.75,0.6242448016550523,9
200,DS,Action,E,NA&EU,0.9184505606523956,0.03901510534359734,0.8901098901098901,0.75,0.6240481447578482,6
201,GB,Platform,None,NA&EU,0.0,0.0,0.0,0.5,0.6238511003591183,17
202,PS3,Sports,E,EU,0.9082568807339451,0.021856335149225043,0.8901098901098901,0.875,0.6238511003591183,6
203,PS,Action,M,JP&NA,0.9286442405708462,0.024950539610505293,1.0,0.5,0.6234558429275359,5
204,PSP,Action,M,NA&EU,0.8776758409785933,0.014073942110247442,0.8901098901098901,0.75,0.6230590170099738,5
205,PS,Sports,T,NA&EU,0.9388379204892967,0.0064790766143777365,0.0,0.5,0.6228600119691728,26
206,PS,Strategy,None,NA&EU,0.0,0.0,0.0,0.5,0.6226606101084864,10
207,PS,Platform,None,NA&EU,0.0,0.0,0.0,0.5,0.6224608098422191,10
208,PS2,Misc,T,NA,0.8369011213047911,0.004322509868636956,0.0,0.75,0.6220600077024653,1
209,Wii,Shooter,T,NA&EU,0.6941896024464832,0.004416273640190903,0.0,0.75,0.6220600077024653,1
210,DS,Role-Playing,None,JP&NA,0.0,0.0,0.0,0.75,0.621050917404269,18
211,X360,Role-Playing,M,NA,0.9490316004077473,0.15518841829893765,0.0,0.75,0.621050917404269,22
212,PS3,Action,T,NA&EU,0.8980632008154945,0.21622863358055713,0.0,0.75,0.6208478716492307,9
213,PS2,Sports,E,NA,0.8980632008154945,0.01135479273518298,0.8901098901098901,0.75,0.620644412779452,6
214,N64,Racing,None,NA&EU,0.0,0.0,0.0,0.5,0.6200315405853146,13
215,PSP,Role-Playing,None,JP,0.0,0.0,0.0,0.875,0.619826412308259,20
216,WiiU,Fighting,None,NA&EU,0.0,0.0,0.0,0.875,0.619826412308259,17
217,NES,Puzzle,None,JP&NA,0.0,0.0,0.0,0.375,0.6194148890937482,13
218,PC,Strategy,T,NA&EU,0.9490316004077473,0.2861764071598016,0.0,0.875,0.6192084906716631,22
219,PS3,Adventure,M,NA&EU,0.8267074413863406,0.07211371670214063,0.0,0.75,0.61879441140506,9
220,PS3,Action,M,NA&EU,0.9388379204892967,0.2468893868786978,0.0,0.875,0.6183786103901936,9
221,PS,Racing,E,NA&EU,0.8980632008154945,0.021856335149225043,1.0,0.5,0.6181700597410915,5
222,DS,Action,E,NA&EU,0.81651376146789,0.004322509868636956,0.0,0.75,0.617541785423142,26
223,PS,Action,T,NA&EU,0.6330275229357799,0.008635643360118517,0.0,0.625,0.6169095388491932,1
224,X360,Action,T,NA&EU,0.9592252803261978,0.13802964810456536,0.0,0.875,0.6169095388491932,14
225,PS4,Action,None,NA&EU,0.0,0.0,0.0,0.875,0.6164858094016417,10
226,PS2,Racing,None,NA&EU,0.0,0.0,0.0,0.625,0.6162732694704104,17
227,PS,Sports,T,NA&EU,1.0,0.028044744071785543,0.0,0.625,0.6158468295917646,26
228,PS2,Action,T,NA&EU,0.8369011213047911,0.007322950558363259,0.0,0.625,0.6156329257668897,1
229,PS,Action,T,NA&EU,0.9286442405708462,0.013792650795585601,0.0,0.5,0.6147727054086234,1
230,Wii,Simulation,E,JP&NA,0.7451580020387361,0.011167265192075084,0.0,0.75,0.6145564891081738,26
231,PS4,Action,T,NA&EU,0.8776758409785933,0.11852678362134439,0.0,1.0,0.6145564891081738,14
232,SNES,Action,None,JP&NA,0.0,0.0,0.0,0.375,0.6143398042996647,13
233,GC,Action,E,NA&EU,0.9796126401630989,0.09077270724137608,0.0,0.625,0.614122648948314,26
234,Wii,Misc,T,NA&EU,0.8776758409785933,0.008166824502348782,0.0,0.75,0.614122648948314,1
235,3DS,Action,E,JP&NA,0.8776758409785933,0.042953183748863116,0.0,0.875,0.6139050210060544,7
236,X360,Racing,E,NA&EU,0.9286442405708462,0.057861623425940686,0.0,0.875,0.6134683390894204,15
237,Wii,Sports,None,NA&EU,0.0,0.0,0.0,0.75,0.6125892125483033,17
238,PS2,Sports,E,NA,0.9286442405708462,0.007322950558363259,0.0,0.625,0.6125892125483033,26
239,X360,Misc,T,NA,0.8674821610601428,0.015480398683556646,0.0,0.75,0.6125892125483033,24
240,2600,Platform,None,NA,0.0,0.0,0.0,0.125,0.6119247582764364,13
241,PS2,Sports,E,NA,0.8572884811416922,0.003666163467759327,0.0,0.75,0.6117022887742254,26
242,XOne,Shooter,T,NA&EU,0.8572884811416922,0.22860545142567815,0.0,1.0,0.6114793232414985,1
243,PS2,Action,E,NA&EU,0.7757390417940877,0.003853691010867221,0.0,0.625,0.6114793232414985,26
244,PS,Role-Playing,None,JP,0.0,0.0,0.0,0.625,0.6112558594613569,25
245,PS4,Shooter,M,NA&EU,0.7859327217125383,0.10586867446156153,0.0,1.0,0.6110318952020063,22
246,PS2,Action,M,NA&EU,0.9592252803261978,0.09349185661644054,0.0,0.75,0.6108074282166239,9
247,WiiU,Shooter,E10+,JP&NA,0.8267074413863406,0.11102568189702862,0.0,1.0,0.6103569770045135,22
248,WiiU,Misc,E10+,NA&EU,0.7859327217125383,0.044172112779064424,0.0,0.875,0.6101309882077698,14
249,PS2,Sports,T,NA&EU,0.9898063200815496,0.027950980300231597,0.0,0.625,0.6099044875446845,26
250,PS2,Sports,E,EU,0.8776758409785933,0.003103580838435645,0.0,0.75,0.6094499413075171,26
251,X360,Role-Playing,M,NA&EU,0.9592252803261978,0.1039933990304826,0.0,0.75,0.6092218910376446,22
252,NES,Adventure,None,JP&NA,0.0,0.0,0.0,0.25,0.6092218910376446,13
253,PS2,Racing,T,NA&EU,0.8369011213047911,0.012855013080046131,0.0,0.75,0.6089933195095589,1
254,Wii,Misc,E10+,NA&EU,0.5718654434250765,0.0029160532953277515,0.0,0.875,0.6087642243349034,24
255,PS3,Shooter,M,NA&EU,0.0,0.01941847708882242,0.0,0.875,0.6087642243349034,17
256,PS3,Shooter,M,NA&EU,0.8776758409785933,0.06705047303822749,0.0,0.75,0.6083044534100404,22
257,GEN,Platform,None,NA,0.0,0.0,0.0,0.375,0.6083044534100404,13
258,PS2,Role-Playing,E10+,JP&NA,0.887869520897044,0.07183242538747879,1.0,0.75,0.608073772800249,5
259,3DS,Action,None,NA&EU,0.0,0.0,0.0,0.875,0.608073772800249,10
260,WiiU,Platform,E,NA&EU,0.9490316004077473,0.1506877572643482,1.0,0.875,0.607842558824411,5
261,PS4,Misc,None,NA&EU,0.0,0.0,0.0,0.875,0.607842558824411,17
262,2600,Shooter,None,NA,0.0,0.0,0.0,0.125,0.6076108090103747,13
263,X360,Shooter,M,NA&EU,0.0,0.020731169890577678,0.0,0.875,0.6071456918928015,17
264,PS3,Sports,E,EU,0.0,0.010229627476535615,0.0,0.875,0.6069123195581796,23
265,X360,Role-Playing,M,NA&EU,0.9082568807339451,0.22719899485236894,0.0,0.75,0.6066784013228623,22
266,GBA,Misc,E,NA,0.8063200815494395,0.0005719590064790765,0.0,0.625,0.6059733455231957,8
267,PS3,Action,T,NA&EU,0.9286442405708462,0.10521232806068391,0.0,0.75,0.6057372179046278,9
268,PS2,Action,M,JP&NA,0.9286442405708462,0.08955377821117476,0.0,0.625,0.6057372179046278,7
269,PS3,Action,M,NA&EU,0.81651376146789,0.057486568339724896,0.0,0.875,0.605500531403601,9
