,Platform,Genre,Rating,regional_sales_label,Critic_Score,User_Count,User_Score,interval_years_2020,gloabl_sales_log,cluster_label
1495,PS2,Racing,E,NA&EU,0.0,0.005916493985054055,0.0,0.625,0.4885197323201151,17
1496,PS3,Shooter,M,NA&EU,0.8267074413863406,0.03310798773569868,0.0,0.875,0.4885197323201151,22
1497,PS3,Action,E10+,NA&EU,0.8063200815494395,0.004885092497960638,0.8901098901098901,0.875,0.4885197323201151,5
1498,PS2,Platform,E10+,NA&EU,0.7043832823649339,0.0023534706660040695,0.0,0.75,0.4885197323201151,26
1499,XOne,Role-Playing,M,NA&EU,0.9286442405708462,0.37159520304544724,0.0,1.0,0.4885197323201151,22
1500,PS,Adventure,None,NA&EU,0.0,0.0,0.0,0.5,0.4885197323201151,10
1501,2600,Platform,None,NA,0.0,0.0,0.0,0.125,0.4885197323201151,13
1502,PS2,Shooter,M,NA&EU,0.6228338430173294,0.0025409982091119635,0.0,0.625,0.4885197323201151,1
1503,X360,Action,M,NA&EU,0.7961264016309889,0.03338927905036052,0.0,0.75,0.4885197323201151,14
1504,XB,Racing,T,NA&EU,0.9592252803261978,0.013042540623154025,0.0,0.625,0.4885197323201151,21
1505,X360,Misc,T,NA,0.9082568807339451,0.01191737536450666,0.0,0.75,0.4877534450455582,24
1506,2600,Adventure,None,NA,0.0,0.0,0.0,0.125,0.4877534450455582,13
1507,GBA,Role-Playing,None,NA,0.0,0.0,0.0,0.625,0.4877534450455582,13
1508,PS2,Sports,E,NA,0.6432212028542305,0.003666163467759327,0.6703296703296703,0.75,0.4877534450455582,6
1509,WiiU,Platform,E,NA&EU,0.7961264016309889,0.03526455448143946,0.0,1.0,0.4877534450455582,26
1510,X360,Action,E10+,NA&EU,0.81651376146789,0.00357239969620538,0.0,0.875,0.4877534450455582,14
1511,PS2,Misc,T,NA&EU,0.7961264016309889,0.0005719590064790765,0.0,0.75,0.4877534450455582,1
1512,SNES,Role-Playing,None,JP,0.0,0.0,0.0,0.5,0.4877534450455582,25
1513,PS,Racing,None,NA,0.0,0.0,0.0,0.5,0.4877534450455582,13
1514,X360,Fighting,T,NA&EU,0.81651376146789,0.012386194222276395,0.7802197802197801,0.75,0.4877534450455582,5
1515,XOne,Action,M,NA&EU,0.7961264016309889,0.03770241254184208,0.0,1.0,0.4877534450455582,9
1516,PS,Role-Playing,None,NA&EU,0.0,0.0,0.0,0.5,0.4877534450455582,10
1517,PS3,Shooter,M,NA&EU,0.0,0.010604682562751403,0.0,0.875,0.4869812404361672,17
1518,DS,Role-Playing,E,JP&NA,0.6941896024464832,0.0023534706660040695,0.0,0.875,0.4869812404361672,16
1519,PS3,Action,E10+,NA&EU,0.7655453618756372,0.003103580838435645,0.0,0.75,0.4869812404361672,14
1520,GBA,Role-Playing,None,JP&NA,0.0,0.0,0.0,0.625,0.4869812404361672,18
1521,GC,Action,None,JP&NA,0.0,0.0,0.0,0.625,0.4869812404361672,10
1522,Wii,Misc,None,NA&EU,0.0,0.0,0.0,0.75,0.4869812404361672,17
1523,PS3,Action,M,NA&EU,0.8674821610601428,0.03807746762805787,0.0,0.875,0.4869812404361672,9
1524,GBA,Platform,E,NA,0.5005096839959225,0.00047819523492512964,0.0,0.625,0.4869812404361672,8
1525,DS,Role-Playing,None,JP&NA,0.0,0.0,0.0,0.75,0.4869812404361672,18
1526,DS,Misc,E,NA,0.6839959225280327,0.0007594865495869705,0.0,0.75,0.4869812404361672,16
1527,Wii,Misc,E,NA,0.5718654434250765,0.00047819523492512964,0.5604395604395604,0.75,0.4869812404361672,6
1528,PS2,Shooter,T,NA&EU,0.7655453618756372,0.0025409982091119635,0.0,0.625,0.4869812404361672,1
1529,XOne,Action,M,NA,0.7553516819571866,0.03629595596853288,0.0,1.0,0.4869812404361672,9
1530,PC,Role-Playing,M,NA&EU,0.8572884811416922,0.7043628282904051,0.0,1.0,0.4869812404361672,22
1531,DS,Platform,E,NA&EU,0.8063200815494395,0.006197785299715895,0.0,0.875,0.4869812404361672,26
1532,PS3,Action,M,NA&EU,0.7349643221202855,0.027388397670907914,0.0,0.875,0.4869812404361672,9
1533,Wii,Sports,E,NA&EU,0.6738022426095821,0.0028222895237738042,0.0,0.75,0.4869812404361672,26
1534,PS2,Racing,None,NA,0.0,0.0,0.0,0.75,0.4869812404361672,17
1535,Wii,Sports,E,NA,0.0,0.0012283054073567055,0.0,0.75,0.48620302639196167,4
1536,XOne,Role-Playing,M,NA&EU,0.7859327217125383,0.057486568339724896,0.0,1.0,0.48620302639196167,22
1537,PS2,Role-Playing,T,NA&EU,0.8674821610601428,0.0053539113557303725,0.0,0.625,0.48620302639196167,1
1538,PSP,Action,E10+,NA&EU,0.7451580020387361,0.0009470140926948645,0.0,0.125,0.48620302639196167,14
1539,GB,Misc,None,JP,0.0,0.0,0.0,0.25,0.48620302639196167,25
1540,PS,Action,None,NA,0.0,0.0,0.0,0.5,0.48620302639196167,13
1541,DS,Simulation,E,NA&EU,0.0,0.0,0.0,0.75,0.48620302639196167,2
1542,PS,Racing,None,NA,0.0,0.0,0.0,0.5,0.48620302639196167,13
1543,PS2,Action,M,NA&EU,0.7757390417940877,0.012761249308492184,0.0,0.625,0.48620302639196167,9
1544,Wii,Racing,E10+,NA&EU,0.6839959225280327,0.0024472344375580162,0.0,0.75,0.48620302639196167,14
1545,PS2,Action,M,NA&EU,0.9082568807339451,0.05223579713270386,0.0,0.625,0.48620302639196167,9
1546,PS,Platform,T,NA&EU,0.9490316004077473,0.033576806593468414,0.0,0.5,0.4854187086458591,1
1547,Wii,Misc,T,NA,0.7451580020387361,0.0017908880366803875,0.0,0.75,0.4854187086458591,24
1548,X360,Action,E10+,NA&EU,0.7043832823649339,0.0024472344375580162,0.0,0.875,0.4854187086458591,14
1549,PC,Simulation,T,NA,0.7757390417940877,0.006666604157485631,0.0,0.75,0.4854187086458591,21
1550,PS3,Role-Playing,T,JP&NA,0.9286442405708462,0.1038058714873747,0.0,0.875,0.4854187086458591,7
1551,3DS,Action,E10+,JP&NA,0.8470948012232417,0.04567233312392758,0.0,0.875,0.4854187086458591,14
1552,3DS,Role-Playing,E,JP&NA,0.6024464831804281,0.01257372176538429,0.0,0.875,0.4854187086458591,26
1553,PS2,Action,E10+,NA,0.7859327217125383,0.0016033604935724935,0.0,0.75,0.4854187086458591,14
1554,PS,Racing,None,NA&EU,0.0,0.0,0.0,0.5,0.4854187086458591,10
1555,2600,Shooter,None,NA,0.0,0.0,0.0,0.125,0.4854187086458591,13
1556,X360,Sports,E,NA,0.8572884811416922,0.004134982325529062,0.0,0.75,0.4854187086458591,11
1557,XB,Sports,T,NA&EU,0.8674821610601428,0.0024472344375580162,0.0,0.625,0.4854187086458591,11
1558,NES,Shooter,None,JP&NA,0.0,0.0,0.0,0.125,0.4854187086458591,13
1559,PS4,Action,M,NA&EU,0.7655453618756372,0.12293368088437989,0.0,0.875,0.4854187086458591,9
1560,DS,Adventure,E,NA&EU,0.6636085626911316,0.0,0.0,0.75,0.4854187086458591,26
1561,PS2,Role-Playing,T,NA&EU,0.7655453618756372,0.005635202670392214,0.0,0.625,0.4854187086458591,1
1562,Wii,Sports,E,NA,0.3068297655453619,0.0021659431228961755,0.23076923076923075,0.75,0.4854187086458591,16
1563,PS3,Role-Playing,T,NA&EU,0.8776758409785933,0.04060908946001444,0.0,0.75,0.4854187086458591,1
1564,X360,Fighting,T,NA&EU,0.724770642201835,0.008354352045456676,0.0,0.875,0.4854187086458591,14
1565,GC,Platform,E,NA,0.582059123343527,0.013042540623154025,0.0,0.625,0.4854187086458591,8
1566,PS2,Action,None,NA&EU,0.0,0.0,0.0,0.625,0.4854187086458591,17
1567,PS,Fighting,T,JP&NA,0.7043832823649339,0.00038443146337118264,0.0,0.375,0.4854187086458591,7
1568,X360,Action,T,NA&EU,0.7961264016309889,0.010323391248089562,0.8901098901098901,0.875,0.4854187086458591,5
1569,PS3,Role-Playing,T,JP&NA,0.8674821610601428,0.031138948533065793,0.0,0.875,0.4854187086458591,7
1570,PS3,Racing,E10+,NA&EU,0.81651376146789,0.011542320278290873,0.0,0.875,0.4854187086458591,14
1571,Wii,Sports,E,NA&EU,0.8063200815494395,0.0020721793513422283,0.0,0.875,0.4846281906951478,26
1572,Wii,Sports,E,NA&EU,0.6941896024464832,0.0019784155797882815,0.0,0.75,0.4846281906951478,26
1573,PS,Puzzle,None,JP,0.0,0.0,0.0,0.5,0.4846281906951478,25
1574,PC,Sports,E,EU,0.8674821610601428,0.0072291867868093124,0.0,0.875,0.4846281906951478,26
1575,PS,Sports,None,EU,0.0,0.0,0.0,0.5,0.4846281906951478,25
1576,PC,Sports,None,EU,0.0,0.0,0.0,0.625,0.4846281906951478,23
1577,PS,Misc,None,NA,0.0,0.0,0.0,0.5,0.4846281906951478,12
1578,DS,Simulation,E,JP,0.6024464831804281,0.0005719590064790765,0.0,0.75,0.4846281906951478,16
1579,PS3,Action,T,NA&EU,0.7655453618756372,0.015574162455110592,0.0,0.75,0.4846281906951478,9
1580,DS,Action,None,NA&EU,0.0,0.0,0.0,0.75,0.48383137373023005,10
1581,DS,Strategy,E,NA&EU,0.6636085626911316,0.004791328726406691,0.0,0.75,0.48383137373023005,26
1582,PS,Sports,E,NA&EU,0.8776758409785933,0.0005719590064790765,0.8901098901098901,0.625,0.48383137373023005,5
1583,PS3,Action,M,NA&EU,0.7757390417940877,0.026075704869152658,0.0,0.875,0.48383137373023005,9
1584,PS2,Action,T,NA&EU,0.6941896024464832,0.003103580838435645,0.0,0.75,0.48383137373023005,1
1585,2600,Action,None,NA,0.0,0.0,0.0,0.125,0.48383137373023005,13
1586,X360,Action,M,NA&EU,0.0,0.031138948533065793,0.5604395604395604,0.875,0.48383137373023005,10
1587,PS3,Shooter,M,NA,0.6432212028542305,0.020918697433685574,0.0,0.75,0.48383137373023005,9
1588,NES,Role-Playing,None,JP,0.0,0.0,0.0,0.25,0.48383137373023005,25
1589,NES,Role-Playing,None,JP,0.0,0.0,0.0,0.25,0.48383137373023005,25
1590,PS,Sports,None,NA,0.0,0.0,0.0,0.5,0.48383137373023005,25
1591,X360,Racing,T,NA,0.8470948012232417,0.01257372176538429,0.0,0.75,0.48383137373023005,21
1592,GC,Role-Playing,E,JP&NA,0.653414882772681,0.006947895472147471,0.0,0.75,0.48383137373023005,26
1593,PS2,Shooter,M,NA,0.8063200815494395,0.01819954805862111,0.0,0.75,0.48383137373023005,22
1594,PS3,Shooter,M,NA&EU,0.8776758409785933,0.0076042418730251,0.0,0.75,0.48383137373023005,22
1595,PSV,Platform,E,NA&EU,0.8980632008154945,0.03263916887792895,0.0,0.875,0.48383137373023005,26
1596,3DS,Role-Playing,E,JP&NA,0.7043832823649339,0.017824492972405324,0.0,1.0,0.48383137373023005,7
1597,PC,Strategy,E,NA,0.7553516819571866,0.012667485536938236,0.0,0.625,0.48383137373023005,11
1598,DS,Action,None,NA&EU,0.0,0.0,0.0,0.75,0.48383137373023005,10
1599,PS2,Action,T,NA&EU,0.5310907237512743,0.009948336161873773,0.0,0.625,0.48383137373023005,1
1600,PS2,Action,T,NA&EU,0.887869520897044,0.0031973446099895922,0.0,0.625,0.48383137373023005,1
1601,PS,Racing,None,NA,0.0,0.0,0.0,0.5,0.48383137373023005,13
1602,PS2,Shooter,T,NA,0.8267074413863406,0.014542760968017177,0.0,0.75,0.4830281565605036,1
1603,Wii,Sports,E,NA&EU,0.5310907237512743,0.00038443146337118264,0.0,0.75,0.4830281565605036,26
1604,PS2,Role-Playing,T,NA&EU,0.887869520897044,0.008448115817010623,0.0,0.625,0.4830281565605036,1
1605,PS,Platform,T,NA&EU,0.8674821610601428,0.009010698446334304,1.0,0.5,0.4830281565605036,5
1606,PS2,Action,E,JP&NA,0.7961264016309889,0.0005719590064790765,0.0,0.625,0.4830281565605036,26
1607,PS2,Fighting,T,NA,0.7961264016309889,0.0031973446099895922,0.0,0.75,0.4830281565605036,1
1608,GB,Puzzle,None,JP&NA,0.0,0.0,0.0,0.375,0.4830281565605036,13
1609,Wii,Action,E10+,NA&EU,0.7757390417940877,0.0012283054073567055,0.0,0.125,0.4830281565605036,14
1610,XB,Action,T,NA&EU,0.6228338430173294,0.005072620041068532,0.0,0.75,0.4830281565605036,9
1611,PS3,Action,M,NA&EU,0.8063200815494395,0.028888618015771066,0.0,0.75,0.4830281565605036,9
1612,DS,Action,None,NA,0.0,0.0,0.0,0.75,0.4830281565605036,13
1613,PS3,Sports,E,EU,0.7757390417940877,0.006197785299715895,0.0,0.875,0.4822184355372417,26
1614,PS2,Platform,E,NA&EU,0.327217125382263,0.0027285257522198575,0.0,0.625,0.4822184355372417,17
1615,XOne,Sports,E,NA,0.8470948012232417,0.003666163467759327,0.0,1.0,0.4822184355372417,11
1616,XB,Action,M,NA,0.9286442405708462,0.014261469653355336,0.0,0.625,0.4822184355372417,11
1617,DS,Racing,None,NA&EU,0.0,0.0,0.0,0.875,0.4822184355372417,17
1618,XB,Platform,E,NA&EU,0.7145769622833844,0.0017908880366803875,0.0,0.625,0.4822184355372417,26
1619,PS2,Racing,M,NA&EU,0.582059123343527,0.009573281075657986,0.0,0.625,0.4822184355372417,15
1620,PSP,Action,M,NA&EU,0.6432212028542305,0.0064790766143777365,0.0,0.75,0.4822184355372417,9
1621,PS,Misc,None,NA&EU,0.0,0.0,0.0,0.625,0.4822184355372417,10
1622,PS3,Role-Playing,None,NA&EU,0.0,0.0,0.0,0.875,0.4822184355372417,17
1623,X360,Action,E10+,NA&EU,0.81651376146789,0.0068541317005935245,0.0,0.875,0.4822184355372417,14
1624,GB,Puzzle,None,JP&NA,0.0,0.0,0.0,0.625,0.4822184355372417,17
1625,GBA,Platform,E,NA,0.0,0.0005719590064790765,0.0,0.625,0.4822184355372417,4
1626,PS,Racing,None,NA&EU,0.0,0.0,0.0,0.5,0.4822184355372417,10
1627,WiiU,Action,T,NA&EU,0.7757390417940877,0.0620809931458683,0.0,0.875,0.4822184355372417,14
1628,NES,Platform,None,JP&NA,0.0,0.0,0.0,0.25,0.4822184355372417,13
1629,GBA,Platform,E,NA&EU,0.81651376146789,0.003478635924651433,0.0,0.625,0.4822184355372417,26
1630,X360,Misc,T,NA,0.7145769622833844,0.00451003741174485,0.0,0.75,0.4822184355372417,24
1631,GBA,Puzzle,None,JP&NA,0.0,0.0,0.0,0.625,0.4822184355372417,17
1632,PS3,Racing,E10+,NA&EU,0.7655453618756372,0.003947454782421168,0.0,0.75,0.4822184355372417,14
1633,Wii,Action,E10+,NA&EU,0.6432212028542305,0.0008532503211409175,0.0,0.75,0.4822184355372417,14
1634,PS3,Sports,E,NA&EU,0.8369011213047911,0.0053539113557303725,0.0,0.875,0.4822184355372417,26
1635,PS3,Role-Playing,T,JP&NA,0.7961264016309889,0.04389082146440258,0.0,0.875,0.48140210447332554,7
1636,DS,Racing,E,NA,0.6432212028542305,0.0025409982091119635,0.0,0.75,0.48140210447332554,16
1637,GC,Sports,E,JP&NA,0.81651376146789,0.00451003741174485,0.0,0.625,0.48140210447332554,26
1638,PS,Puzzle,None,JP,0.0,0.0,0.0,0.5,0.48140210447332554,25
1639,NES,Puzzle,None,JP&NA,0.0,0.0,0.0,0.125,0.48140210447332554,13
1640,GB,Misc,None,NA&EU,0.0,0.0,0.0,0.5,0.48140210447332554,10
1641,GB,Misc,None,NA&EU,0.0,0.0,0.0,0.5,0.48140210447332554,10
1642,PS2,Adventure,None,NA&EU,0.0,0.0,0.0,0.75,0.48140210447332554,17
1643,PS,Sports,None,NA,0.0,0.0,0.0,0.5,0.48140210447332554,25
1644,PS,Role-Playing,None,JP,0.0,0.0,0.0,0.5,0.48140210447332554,25
1645,GBA,Role-Playing,E,JP&NA,0.8776758409785933,0.014073942110247442,0.0,0.625,0.48140210447332554,8
1646,PS,Simulation,None,NA&EU,0.0,0.0,0.0,0.5,0.48140210447332554,10
1647,XB,Shooter,M,NA,0.9082568807339451,0.0057289664419461605,0.0,0.625,0.48140210447332554,11
1648,PS,Fighting,None,NA&EU,0.0,0.0,0.0,0.5,0.48140210447332554,10
1649,PS2,Sports,E,NA&EU,0.9082568807339451,0.0015095967220185465,0.0,0.625,0.48140210447332554,26
1650,PS2,Racing,E,NA&EU,0.8572884811416922,0.0016033604935724935,0.0,0.125,0.48140210447332554,15
1651,PS2,Racing,E,NA,0.724770642201835,0.0011345416358027585,0.0,0.75,0.48057905455967403,15
1652,XB,Misc,E,NA,0.7145769622833844,0.0015095967220185465,0.0,0.625,0.48057905455967403,11
1653,XB,Shooter,T,NA&EU,0.7451580020387361,0.0020721793513422283,0.0,0.625,0.48057905455967403,1
1654,DS,Simulation,E10+,JP&NA,0.8674821610601428,0.015386634912002699,0.0,0.75,0.48057905455967403,14
1655,PSP,Shooter,T,NA,0.7043832823649339,0.01041715501964351,0.0,0.75,0.48057905455967403,1
1656,3DS,Fighting,T,NA&EU,0.8674821610601428,0.019324713317268476,0.0,0.875,0.48057905455967403,1
1657,PS2,Platform,E,NA,0.8776758409785933,0.01726191034308164,0.0,0.625,0.48057905455967403,11
1658,PS4,Sports,T,NA&EU,0.7451580020387361,0.02223139023544083,0.0,1.0,0.48057905455967403,26
1659,PS,Action,None,NA&EU,0.0,0.0,0.0,0.5,0.48057905455967403,10
1660,PS,Action,M,NA&EU,0.8776758409785933,0.008541879588564569,1.0,0.625,0.48057905455967403,5
1661,SNES,Platform,None,JP&NA,0.0,0.0,0.0,0.375,0.48057905455967403,17
1662,PS,Role-Playing,None,JP,0.0,0.0,0.0,0.625,0.48057905455967403,25
1663,GC,Racing,E,NA&EU,0.8470948012232417,0.004228746097083009,1.0,0.625,0.48057905455967403,5
1664,PS3,Fighting,T,NA&EU,0.7757390417940877,0.012198666679168501,0.0,0.875,0.48057905455967403,9
1665,PS3,Shooter,T,EU,0.7655453618756372,0.003666163467759327,0.0,0.75,0.48057905455967403,1
1666,XOne,Shooter,M,NA&EU,0.724770642201835,0.028044744071785543,0.0,1.0,0.48057905455967403,22
1667,GBA,Misc,None,NA,0.0,0.0,0.0,0.75,0.48057905455967403,12
1668,PS3,Action,M,NA&EU,0.887869520897044,0.03329551527880657,0.0,0.75,0.48057905455967403,9
1669,PS,Racing,None,NA&EU,0.0,0.0,0.0,0.5,0.48057905455967403,10
1670,Wii,Puzzle,E,NA&EU,0.8674821610601428,0.009854572390319827,0.0,0.75,0.48057905455967403,26
1671,PSP,Sports,None,EU,0.0,0.0,0.0,0.75,0.47974917427820457,23
1672,PS2,Action,T,NA&EU,0.6024464831804281,0.0018846518082343345,0.0,0.625,0.47974917427820457,1
1673,Wii,Simulation,T,NA&EU,0.7451580020387361,0.0009470140926948645,0.0,0.75,0.47974917427820457,1
1674,PSP,Sports,None,EU,0.0,0.0,0.0,0.75,0.47974917427820457,23
1675,PS2,Racing,E,NA,0.7961264016309889,0.0015095967220185465,0.0,0.625,0.47974917427820457,15
1676,PS3,Racing,E,EU,0.8369011213047911,0.005166383812622479,0.0,0.875,0.47974917427820457,15
1677,PC,Simulation,None,EU,0.0,0.0,0.0,0.875,0.47974917427820457,23
1678,GC,Strategy,E,JP&NA,0.9184505606523956,0.012855013080046131,0.0,0.625,0.47974917427820457,11
1679,DC,Sports,None,NA,0.0,0.0,0.0,0.5,0.47974917427820457,13
1680,GB,Shooter,None,JP&NA,0.0,0.0,0.0,0.25,0.47974917427820457,13
1681,NES,Shooter,None,JP,0.0,0.0,0.0,0.25,0.47974917427820457,25
1682,NES,Platform,None,JP,0.0,0.0,0.0,0.25,0.47974917427820457,25
1683,SNES,Fighting,None,JP,0.0,0.0,0.0,0.375,0.47974917427820457,25
1684,XB,Action,T,NA&EU,0.6636085626911316,0.007041659243701419,0.0,0.625,0.47974917427820457,1
1685,PSP,Racing,E,NA&EU,0.7145769622833844,0.00038443146337118264,0.7802197802197801,0.75,0.47974917427820457,5
1686,PS2,Sports,E,NA&EU,0.9388379204892967,0.0024472344375580162,0.0,0.625,0.47974917427820457,26
1687,PSP,Sports,E,EU,0.6941896024464832,0.0008532503211409175,0.0,0.875,0.47974917427820457,26
1688,PS,Simulation,None,NA&EU,0.0,0.0,0.0,0.5,0.47891234931115284,10
1689,GBA,Racing,E,NA,0.561671763506626,0.0008532503211409175,0.0,0.625,0.47891234931115284,8
1690,PS3,Action,E10+,NA&EU,0.8267074413863406,0.0076042418730251,0.0,0.875,0.47891234931115284,14
1691,WiiU,Puzzle,E,NA&EU,0.8267074413863406,0.03535831825299341,0.0,0.875,0.47891234931115284,26
1692,GBA,Platform,E,NA,0.724770642201835,0.0006657227780330235,0.0,0.625,0.47891234931115284,8
1693,Wii,Sports,E,EU,0.8470948012232417,0.004041218553975115,0.0,0.75,0.47891234931115284,26
1694,XOne,Shooter,T,NA,0.9082568807339451,0.03685853859785656,0.0,1.0,0.47891234931115284,1
1695,PS2,Action,M,NA,0.7655453618756372,0.010604682562751403,0.0,0.75,0.47891234931115284,9
1696,NES,Platform,None,JP&NA,0.0,0.0,0.0,0.375,0.47891234931115284,17
1697,N64,Sports,None,NA,0.0,0.0,0.0,0.5,0.47891234931115284,13
1698,PS,Racing,None,NA,0.0,0.0,0.0,0.5,0.47891234931115284,13
1699,XB,Action,M,NA&EU,0.8572884811416922,0.0017908880366803875,0.8901098901098901,0.125,0.47891234931115284,5
1700,Wii,Misc,E,NA&EU,0.0,0.0,0.0,0.75,0.47891234931115284,2
1701,PSP,Fighting,T,NA&EU,0.6941896024464832,0.0014158329504645995,0.0,0.75,0.47891234931115284,1
1702,GC,Action,E,NA,0.7757390417940877,0.0010407778642488115,0.0,0.625,0.47891234931115284,8
1703,GBA,Role-Playing,None,JP&NA,0.0,0.0,0.0,0.625,0.47891234931115284,18
1704,DS,Puzzle,E,JP&NA,0.7757390417940877,0.0016033604935724935,0.0,0.75,0.47891234931115284,16
1705,PSP,Action,M,JP&NA,0.887869520897044,0.013792650795585601,0.0,0.75,0.4780684624465664,7
1706,PS,Adventure,None,NA&EU,0.0,0.0,0.0,0.5,0.4780684624465664,10
1707,DS,Action,E,NA&EU,0.6024464831804281,0.0,0.0,0.75,0.4780684624465664,9
1708,3DS,Sports,None,EU,0.0,0.0,0.0,0.875,0.4780684624465664,23
1709,2600,Racing,None,NA,0.0,0.0,0.0,0.125,0.4780684624465664,13
1710,PS3,Fighting,T,NA&EU,0.7961264016309889,0.026450759955368445,0.0,0.875,0.4780684624465664,9
1711,GB,Sports,None,JP&NA,0.0,0.0,0.0,0.625,0.4780684624465664,25
1712,DC,Adventure,T,JP&NA,0.8980632008154945,0.01885589445949874,0.0,0.5,0.4780684624465664,7
1713,NES,Sports,None,JP,0.0,0.0,0.0,0.25,0.4780684624465664,25
1714,X360,Misc,E10+,NA,0.7859327217125383,0.0033848721530974862,0.0,0.875,0.4780684624465664,24
1715,GBA,Sports,E,NA,0.9694189602446484,0.0020721793513422283,0.0,0.625,0.4780684624465664,11
1716,PS3,Action,T,JP,0.653414882772681,0.005166383812622479,0.0,0.875,0.4780684624465664,9
1717,SNES,Platform,None,JP&NA,0.0,0.0,0.0,0.375,0.4780684624465664,17
1718,PS,Simulation,None,NA&EU,0.0,0.0,0.0,0.5,0.47721739347977554,10
1719,PS2,Shooter,M,NA,0.7859327217125383,0.006572840385931683,0.0,0.75,0.47721739347977554,1
1720,PS2,Platform,E,NA&EU,0.7145769622833844,0.005635202670392214,0.0,0.625,0.47721739347977554,26
1721,PS3,Action,M,JP&NA,0.5310907237512743,0.020824933662131628,0.0,0.875,0.47721739347977554,9
1722,NES,Platform,None,JP&NA,0.0,0.0,0.0,0.375,0.47721739347977554,17
1723,PSP,Action,E10+,NA&EU,0.7757390417940877,0.0010407778642488115,0.0,0.75,0.47721739347977554,14
1724,Wii,Adventure,E,JP&NA,0.6330275229357799,0.0033848721530974862,0.0,0.75,0.47721739347977554,26
1725,PS3,Fighting,T,NA&EU,0.7349643221202855,0.007510478101471154,0.0,0.875,0.47721739347977554,9
1726,PS4,Action,None,NA&EU,0.0,0.0,0.0,1.0,0.47721739347977554,10
1727,SNES,Role-Playing,None,JP,0.0,0.0,0.0,0.375,0.47721739347977554,25
1728,N64,Action,None,NA&EU,0.0,0.0,0.0,0.5,0.47721739347977554,13
1729,PS2,Sports,T,NA&EU,0.582059123343527,0.003478635924651433,0.0,0.625,0.47721739347977554,1
1730,PC,Action,M,NA&EU,0.9796126401630989,0.3521861023337802,0.0,1.0,0.47721739347977554,22
1731,PC,Role-Playing,M,NA&EU,0.8572884811416922,0.2582348032367254,0.0,0.875,0.47721739347977554,22
1732,PS,Sports,None,NA&EU,0.0,0.0,0.0,0.5,0.47721739347977554,25
1733,PS3,Fighting,T,NA&EU,0.8267074413863406,0.005166383812622479,0.0,0.75,0.47721739347977554,1
1734,PS,Racing,None,JP,0.0,0.0,0.0,0.5,0.47721739347977554,25
1735,XB,Shooter,T,NA&EU,0.6636085626911316,0.0026347619806659102,0.0,0.625,0.47721739347977554,1
1736,PS3,Shooter,M,NA&EU,0.7553516819571866,0.011073501420521138,0.0,0.75,0.47721739347977554,9
1737,PC,Strategy,E10+,EU,0.8572884811416922,0.16043918950595867,0.0,0.75,0.47721739347977554,0
1738,PS,Racing,None,NA&EU,0.0,0.0,0.0,0.5,0.47721739347977554,10
1739,GBA,Puzzle,E,NA&EU,0.8267074413863406,0.0029160532953277515,0.8901098901098901,0.625,0.47721739347977554,5
1740,PS3,Action,E10+,NA&EU,0.7757390417940877,0.0031973446099895922,0.0,0.875,0.47635901911063644,14
1741,PS2,Racing,E10+,NA,0.8674821610601428,0.0049788562695145845,0.0,0.75,0.47635901911063644,15
1742,PS2,Shooter,T,NA&EU,0.7145769622833844,0.0022597068944501223,0.0,0.625,0.47635901911063644,1
1743,PS,Fighting,T,JP&NA,0.8470948012232417,0.0015095967220185465,0.0,0.5,0.47635901911063644,7
1744,X360,Platform,T,NA&EU,0.8063200815494395,0.030763893446850005,0.0,0.75,0.47635901911063644,14
1745,PS3,Platform,E10+,NA&EU,0.43934760448521915,0.016511800170650064,0.0,0.75,0.47635901911063644,9
1746,PS2,Racing,E,NA&EU,0.8674821610601428,0.0020721793513422283,0.0,0.625,0.47635901911063644,15
1747,GBA,Role-Playing,None,NA,0.0,0.0,0.0,0.625,0.47635901911063644,13
1748,SAT,Racing,None,JP&NA,0.0,0.0,0.0,0.5,0.47635901911063644,13
1749,N64,Shooter,None,NA,0.0,0.0,0.0,0.5,0.47635901911063644,13
1750,SNES,Platform,None,JP&NA,0.0,0.0,0.0,0.375,0.47635901911063644,17
1751,PS,Racing,None,NA&EU,0.0,0.0,0.0,0.5,0.47635901911063644,10
1752,X360,Sports,E,NA&EU,0.7859327217125383,0.0019784155797882815,0.0,0.875,0.47635901911063644,26
1753,XOne,Sports,E,NA&EU,0.8980632008154945,0.030763893446850005,0.0,0.875,0.47635901911063644,26
1754,PSP,Role-Playing,T,JP&NA,0.8980632008154945,0.022325154006994776,0.8901098901098901,0.75,0.47635901911063644,5
1755,XB,Action,None,NA,0.0,0.0,0.0,0.75,0.47635901911063644,13
1756,X360,Shooter,M,NA&EU,0.4597349643221203,0.008354352045456676,0.0,0.875,0.47635901911063644,22
1757,DS,Platform,E,NA&EU,0.7961264016309889,0.006197785299715895,0.0,0.75,0.4754932128363249,26
1758,PC,Simulation,E,EU,0.8470948012232417,0.0028222895237738042,0.0,0.75,0.4754932128363249,0
1759,PS2,Action,T,NA&EU,0.7451580020387361,0.0028222895237738042,0.0,0.625,0.4754932128363249,1
1760,PSP,Shooter,T,NA&EU,0.7043832823649339,0.0028222895237738042,0.0,0.75,0.4754932128363249,1
1761,PS2,Shooter,M,NA&EU,0.43934760448521915,0.0012283054073567055,0.0,0.625,0.4754932128363249,1
